ChEMBL_ID,canonical_smiles,standard_value,standard_units,assay_description,activity_flag
CHEMBL2260545,COc1ccc(-c2nnc(NC(=O)CC3SC(=O)NC3=O)s2)cc1,45000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay,inactive
CHEMBL3794028,COc1cc([C@@H]2SCC(=O)N2NC(=O)c2cnc(C)cn2)ccc1O,62.26,ug.mL-1,Cytotoxicity against human A549 cells after 3 days by MTT assay,active
CHEMBL3098834,Cc1cc2c(cc1C)C(Cl)=C(/C=C1\SC(=O)N(CC(=O)c3ccccc3)C1=O)CCC2,100000.0,nM,Cytotoxicity against human A549 cells by MTT assay,inactive
CHEMBL434923,C[C@@H]1C[C@@]2(NC(=O)CS2)C2(O[Si](C)(C)C)O[C@@H]3C[C@@]4(CO[Si](C)(C)C)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO[Si](C)(C)C)C[C@H]3O[C@@H]2O1,657.0,nM,Concentration required for 50% growth inhibition of human A549 cancer cell lines after 3 days of culture,active
CHEMBL2260536,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2cccc([N+](=O)[O-])c2)s1,78000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay,inactive
CHEMBL4211169,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc(F)c(F)c2)SC1=S,12360.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay,inactive
CHEMBL2316333,CN1C(=O)S/C(=C\C2=Cc3ccccc3OC2)C1=O,100000.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay,inactive
CHEMBL5204335,O=C1N/C(=N\Cc2ccc3c(c2)OCO3)S/C1=C1/CCNC(=O)c2[nH]ccc21,19860.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,inactive
CHEMBL5195197,CC(C)(C)c1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]ccc43)S2)cc1,43870.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,inactive
CHEMBL3261570,COc1ccccc1N1C(=O)CSC1c1cccc(C(=O)NCc2ccccc2)c1,5060.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,active
CHEMBL3261574,COc1ccccc1N1C(=O)CSC1c1cccc(C(=O)NCCc2ccccc2Br)c1,8520.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,active
CHEMBL3261538,COc1ccc(N2C(=O)CSC2c2cccc(Br)c2)c(OC)c1,14760.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,inactive
CHEMBL2260548,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccccc2)s1,80000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay,inactive
CHEMBL3261561,COc1cccc(C2SCC(=O)N2c2ccccc2OC)c1,50000.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,inactive
CHEMBL4468182,COc1cc2c(Oc3c(F)cc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCN1CCC(N2CCCCC2)CC1,2380.0,nM,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay,active
CHEMBL4289180,Cc1ccc(Cn2c(/C=C3\SC(=S)N(CC(=O)O)C3=O)nc3ccc(F)cc32)cc1,9640.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay,active
CHEMBL4279306,O=C(O)CN1C(=O)/C(=C/c2nc3cc(F)ccc3n2Cc2ccccc2F)SC1=S,32650.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay,inactive
CHEMBL5198775,COc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4c3ccn4C)S2)cc1,100000.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,inactive
CHEMBL2260544,COc1cccc(-c2nnc(NC(=O)CC3SC(=O)NC3=O)s2)c1,60000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay,inactive
CHEMBL4205346,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cccc(C)c5)C4=O)ccc3[nH]2)cc(OC)c1OC,930.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition after 48 hrs by MTT assay,active
CHEMBL3098833,O=C(CN1C(=O)S/C(=C\C2=C(Cl)c3ccccc3CCC2)C1=O)c1ccc(Br)cc1,5750.0,nM,Cytotoxicity against human A549 cells by MTT assay,active
CHEMBL558653,C=CCc1ccc(O)c(-c2cc(/C=C3\SC(=O)NC3=O)c(O)c(CC=C)c2)c1,101800.0,nM,Antiproliferative activity against human A549 cells by MTT assay,inactive
CHEMBL5195245,O=C1N/C(=N\CCc2ccc(F)cc2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,50000.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,inactive
CHEMBL2316323,CC1Oc2ccc(Br)cc2C=C1/C=C1\SC(=O)NC1=O,65500.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay,inactive
CHEMBL3261552,COc1ccccc1N1C(=O)CSC1c1ccc(Br)cc1,48490.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,inactive
CHEMBL560335,C=CCc1cc(/C=C2\SC(=O)NC2=O)c(O)c(-c2cc(/C=C3\SC(=O)NC3=O)c(O)c(CC=C)c2)c1,76900.0,nM,Antiproliferative activity against human A549 cells by MTT assay,inactive
CHEMBL3098829,O=C(CN1C(=O)S/C(=C\C2=C(Cl)c3ccccc3CCC2)C1=O)c1ccccc1,4890.0,nM,Cytotoxicity against human A549 cells by MTT assay,active
CHEMBL3098840,COc1ccc(C(=O)CN2C(=O)CSC2=O)cc1,100000.0,nM,Cytotoxicity against human A549 cells by MTT assay,inactive
CHEMBL3098835,Cc1ccc(C(=O)CN2C(=O)S/C(=C\C3=C(Cl)c4cc(C)c(C)cc4CCC3)C2=O)cc1,100000.0,nM,Cytotoxicity against human A549 cells by MTT assay,inactive
CHEMBL3261542,COc1cccc(N2C(=O)CSC2c2cccc(Br)c2)c1,50000.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,inactive
CHEMBL4293818,O=C(O)CCN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccccc2F)SC1=S,18730.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay,inactive
CHEMBL1305855,O=C(CN1C(=O)CSC1=O)c1ccccc1,14100.0,nM,Cytotoxicity against human A549 cells by MTT assay,inactive
CHEMBL4584914,CCN1CCN(CCOc2cc3nccc(Oc4c(F)cc(NC(=O)NN5C(=O)CSC5c5c(F)cccc5F)cc4F)c3cc2OC)CC1,1520.0,nM,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay,active
CHEMBL3088156,Cc1ccc(/C=C2\S/C(=N\c3nc(-c4c(C)n(C)n(-c5ccccc5)c4=O)cs3)N(c3ccccc3)C2=O)cc1,100000.0,nM,Cytotoxicity against human A549 cells after 72 hrs by SRB assay,inactive
CHEMBL4460068,COc1cc2c(Oc3c(F)cc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCCC1,560.0,nM,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay,active
CHEMBL4284533,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc(F)c(F)c2)SC1=S,13420.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay,inactive
CHEMBL3261571,COc1ccccc1N1C(=O)CSC1c1cccc(C(=O)NCCc2ccccc2)c1,960.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,active
CHEMBL4218113,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccccc2F)SC1=S,13590.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay,inactive
CHEMBL5279119,COc1ccc2c(c1)c(-c1cc(/N=C3/NC(=O)CS3)n(-c3ccc(Cl)cc3)n1)cn2Cc1ccccc1,50000.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,inactive
CHEMBL5275849,Cn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(C#N)cc3)n2)c2cc(Br)ccc21,50000.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,inactive
CHEMBL5280534,CCc1ccccc1-n1nc(-c2cn(CC)c3ccc(Br)cc23)cc1/N=C1/NC(=O)CS1,33930.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,inactive
CHEMBL4210427,COc1cc(OC)c(-c2nc3cc(/C=C4\SC(=O)N(CC(=O)N5CCCCC5)C4=O)ccc3[nH]2)cc1OC,14500.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition after 48 hrs by MTT assay,inactive
CHEMBL2260541,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccc(F)cc2)s1,50000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay,inactive
CHEMBL1910507,Cc1ccc2[nH]c(-c3ccccc3)c(/C=C3\SC(=O)NC3=O)c2c1,100000.0,nM,Cytotoxicity against human A549 cells by MTT assay,inactive
CHEMBL552054,C[C@@H]1CC2(NC(=O)CS2)[C@]2(O)O[C@@H]3C[C@@]4(CO)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54O)C[C@H]3O[C@@H]2O1,8.0,nM,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay,active
CHEMBL4586642,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)c(Cl)c3)ccnc2cc1OCCCN1CCCC1,960.0,nM,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay,active
CHEMBL366970,C[C@@H]1C[C@@]2(NC(=O)CS2)C2(O)O[C@@H]3C[C@@]4(COS(C)(=O)=O)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO)C[C@H]3O[C@@H]2O1,3652.0,nM,Concentration required for 50% growth inhibition of human A549 cancer cell lines after 3 days of culture,active
CHEMBL3261562,COc1ccccc1N1C(=O)CSC1c1cccc(O)c1,50000.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,inactive
CHEMBL4215304,COc1cc(OC)c(-c2nc3cc(/C=C4\SC(=O)N(CC(=O)N5CCOCC5)C4=O)ccc3[nH]2)cc1OC,660.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition after 48 hrs by MTT assay,active
CHEMBL3261577,COc1ccc(CCNC(=O)c2cccc(C3SCC(=O)N3c3ccccc3OC)c2)cc1,130.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,active
CHEMBL178993,C[C@@H]1C[C@@]2(NC(=O)CS2)C2(O)O[C@@H]3C[C@@]4(CO)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO)C[C@H]3O[C@@H]2O1,8.0,nM,Concentration required for 50% growth inhibition of human A549 cancer cell lines after 3 days of culture,active
CHEMBL3098843,O=C1NC(=O)/C(=C/C2=C(Cl)c3ccccc3CCC2)S1,100000.0,nM,Cytotoxicity against human A549 cells by MTT assay,inactive
CHEMBL2062759,O=C(O)CN1C(=O)/C(=C/C2=Cc3ccccc3OC2)SC1=S,100000.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay,inactive
CHEMBL3098838,Cc1cc2c(cc1C)C(Cl)=C(/C=C1\SC(=O)N(CC(=O)c3ccc(Br)cc3)C1=O)CCC2,9690.0,nM,Cytotoxicity against human A549 cells by MTT assay,active
CHEMBL2236298,COc1cccc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)c1,55000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay,inactive
CHEMBL4462008,COc1cc2c(Oc3c(F)cc(NC(=O)NN4C(=O)C(C)(C)SC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCCC1,1450.0,nM,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay,active
CHEMBL3261543,CCOc1ccc(N2C(=O)CSC2c2cccc(Br)c2)cc1,8980.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,active
CHEMBL3261575,COc1ccccc1N1C(=O)CSC1c1cccc(C(=O)NCCc2ccc(F)cc2)c1,470.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,active
CHEMBL4205443,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cc(OC)c(OC)c(OC)c5)C4=O)ccc3[nH]2)ccc1OCC(C)C,96.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition after 48 hrs by MTT assay,active
CHEMBL3793789,O=C(NN1C(=O)CS[C@@H]1c1ccc([N+](=O)[O-])cc1)c1cnccn1,100.0,ug.mL-1,Cytotoxicity against human A549 cells after 3 days by MTT assay,active
CHEMBL2316330,CCN1C(=O)S/C(=C\C2=Cc3cccc(OC)c3OC2)C1=O,200000.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay,inactive
CHEMBL5177456,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\C6CC6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,80.0,nM,Cytotoxicity against human A549 cells assessed as inhibition of cell growth measured after 96 hrs by MTT assay,active
CHEMBL2316319,O=C1NC(=O)/C(=C/C2=Cc3cc(Br)ccc3OC2)S1,79500.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay,inactive
CHEMBL5178527,COc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1OC,29990.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,inactive
CHEMBL2260543,Cc1ccc(-c2nnc(NC(=O)CC3SC(=O)NC3=O)s2)cc1,46000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay,inactive
CHEMBL3793867,O=C1NC(=S)S/C1=C1\C(=O)Nc2ccc(Br)cc21,36200.0,nM,Antiproliferative activity against apoptosis resistant human A549 cells after 72 hrs by MTT assay,inactive
CHEMBL4202977,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc(C(F)(F)F)cc2)SC1=S,3400.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay,active
CHEMBL4206804,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc(F)cc2F)SC1=S,22550.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay,inactive
CHEMBL4563995,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)c4ccccc34)ccnc2cc1OCCCN1CCCC1,2360.0,nM,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay,active
CHEMBL4214070,COc1cc(-c2nc3cc(/C=C4\SC(=O)NC4=O)ccc3[nH]2)cc(OC)c1OC,3570.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition after 48 hrs by MTT assay,active
CHEMBL4214462,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc(Cl)cc2)SC1=S,16180.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay,inactive
CHEMBL4211681,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2cccc(F)c2)SC1=S,19800.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay,inactive
CHEMBL3098842,O=C(CN1C(=O)CSC1=O)c1ccc(Br)cc1,22700.0,nM,Cytotoxicity against human A549 cells by MTT assay,inactive
CHEMBL2062729,O=C1NC(=S)S/C1=C\C1=Cc2ccccc2OC1,73100.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay,inactive
CHEMBL367694,C[C@@H]1C[C@@]2(NC(=O)CS2)C2(O)O[C@@H]3C[C@@]4(COC(=O)CCc5ccccc5)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO)C[C@H]3O[C@@H]2O1,10000.0,nM,Concentration required for 50% growth inhibition of human A549 cancer cell lines after 3 days of culture,inactive
CHEMBL3261556,COc1ccccc1N1C(=O)CSC1c1ccc2ccccc2n1,50000.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,inactive
CHEMBL2260542,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccccc2Cl)s1,62000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay,inactive
CHEMBL3261572,COc1ccccc1N1C(=O)CSC1c1cccc(C(=O)NCCCc2ccccc2)c1,31620.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,inactive
CHEMBL2316327,CC1Oc2ccc(Br)cc2C=C1/C=C1\SC(=O)N(C)C1=O,50000.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay,inactive
CHEMBL5203351,O=C1N/C(=N\Cc2ccccc2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,48180.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,inactive
CHEMBL3261557,COc1ccccc1N1C(=O)CSC1Cc1ccccc1,50000.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,inactive
CHEMBL4456688,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)c(F)c4F)cc3)ccnc2cc1OCCCN1CCOCC1,5500.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell proliferation measured after 72 hrs by MTT assay,active
CHEMBL5197329,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\c6cccc(F)c6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,400.0,nM,Cytotoxicity against human A549 cells assessed as inhibition of cell growth measured after 96 hrs by MTT assay,active
CHEMBL4170935,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccccc4F)cc3)ccnc2cc1OCCCN1CCOCC1,7000.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell proliferation measured after 72 hrs by MTT assay,active
CHEMBL3261550,O=C1CSC(c2cccc(Br)c2)N1CCc1ccccc1,20670.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,inactive
CHEMBL5271185,Cn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3cccc(Cl)c3)n2)c2ccccc21,22930.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,inactive
CHEMBL5269501,O=C1CS/C(=N\c2cc(-c3c[nH]c4ccccc34)nn2-c2ccccc2)N1,22460.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,inactive
CHEMBL2260547,COc1cc(-c2nnc(NC(=O)CC3SC(=O)NC3=O)s2)cc(OC)c1OC,30000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay,inactive
CHEMBL2260539,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccc(Cl)cc2)s1,60000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay,inactive
CHEMBL4206589,COc1ccc(-c2nc3cc(/C=C4\SC(=O)N(CC(=O)N5CCOCC5)C4=O)ccc3[nH]2)cc1OC,8930.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition after 48 hrs by MTT assay,active
CHEMBL4206860,COc1ccc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cc(OC)c(OC)c(OC)c5)C4=O)ccc3[nH]2)cc1OC,130.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition after 48 hrs by MTT assay,active
CHEMBL2316328,CCN1C(=O)S/C(=C\C2=Cc3cc(Br)ccc3OC2C)C1=O,100000.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay,inactive
CHEMBL4587222,CCN1CCN(CCCOc2cc3nccc(Oc4c(F)cc(NC(=O)NN5C(=O)CSC5c5c(F)cccc5F)cc4F)c3cc2OC)CC1,350.0,nM,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay,active
CHEMBL2316320,O=C1NC(=S)S/C1=C\C1=Cc2cc(Br)ccc2OC1,51000.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay,inactive
CHEMBL5173404,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\c6cccc(C)c6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,530.0,nM,Cytotoxicity against human A549 cells assessed as inhibition of cell growth measured after 96 hrs by MTT assay,active
CHEMBL5178393,O=C1N/C(=N\Cc2cccc(Cl)c2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,33740.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,inactive
CHEMBL5171416,O=C1N/C(=N\Cc2ccc(C(F)(F)F)cc2)S/C1=C1/CCNC(=O)c2[nH]ccc21,100000.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,inactive
CHEMBL3259837,O=C1CSC(c2cccc(Br)c2)N1c1ccc(O)cc1,50000.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay,inactive
CHEMBL5267600,CCn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3cccc(Cl)c3)n2)c2cc(Br)ccc21,50000.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,inactive
CHEMBL5278629,O=C1CS/C(=N\c2cc(-c3cn(Cc4ccccc4)c4ccccc34)nn2-c2cccc(Cl)c2)N1,50000.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,inactive
CHEMBL4292940,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2CC(=O)c2ccc(F)cc2)SC1=S,12770.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay,inactive
CHEMBL2236296,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc(F)cc3)C2=O)cc1,36000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay,inactive
CHEMBL4160512,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCCC1,690.0,nM,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay,active
CHEMBL2316334,O=C1NC(=O)/C(=C/C2=Cc3ccccc3OC2)S1,192200.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay,inactive
CHEMBL2316322,O=C(O)CN1C(=O)/C(=C/C2=Cc3cc(Br)ccc3OC2)SC1=S,25000.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay,inactive
CHEMBL5171269,COc1ccc(CC/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,20470.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,inactive
CHEMBL4440871,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCCN(C)CC1,710.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell proliferation measured after 72 hrs by MTT assay,active
CHEMBL2316331,COc1cccc2c1OCC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C2,200000.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay,inactive
CHEMBL4206525,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc(F)cc2)SC1=S,50000.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay,inactive
CHEMBL4202441,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(CC(=O)N5CCCCC5)C4=O)ccc3[nH]2)cc(OC)c1OC,980.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition after 48 hrs by MTT assay,active
CHEMBL5179225,CC(C)(C)c1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,19340.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,inactive
CHEMBL5270461,CCc1ccccc1-n1nc(-c2cn(CC)c3ccccc23)cc1/N=C1/NC(=O)CS1,32970.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,inactive
CHEMBL5271989,CCc1ccccc1-n1nc(-c2c[nH]c3ccccc23)cc1/N=C1/NC(=O)CS1,25320.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,inactive
